"","measure","value","value","value","value","value","value","value","value","value","value","value","value","value"
"11","avg.loss.mu.est.SURE.SM",0.580778673836971,0.540675828937865,0.537103396368121,0.529826970732157,0.531472576068844,0.532350070241432,0.527337871291939,0.527303852419684,0.529444310622043,0.525016672334292,0.525952278716297,0.527060843771186,0.528201733192105
"12","avg.loss.mu.est.gl",0.539220869005409,0.497203031872413,0.501604649259024,0.4935449408817,0.496430241882534,0.496629886681394,0.492430698071844,0.491599639688606,0.495299483798565,0.492227213290315,0.49253538932493,0.492368423007486,0.492483951436178
"13","avg.loss.mu.est.gl.SURE",0.564666735684683,0.514468386975293,0.513385396902868,0.50510927266092,0.507823815972082,0.507091063396862,0.502883053783656,0.50094071512474,0.50417186673702,0.498800095572662,0.499436819988073,0.500068001577633,0.500347433917866
"14","avg.loss.mu.est.gl.dynamic",0.545450397692508,0.48453496788953,0.472604404049333,0.459297509577713,0.456933427655257,0.450032535805459,0.446007962227371,0.44504995271667,0.444757793962066,0.439849084349581,0.440194894862216,0.440268869411324,0.440092704673804
"15","avg.loss.mu.est.gl.dynamicMin",0.54867971860497,0.493786880568319,0.48616027562728,0.480076858469408,0.477994585817141,0.472408904303927,0.466806960135523,0.466438247330739,0.46633896536104,0.461118112241337,0.461625454815213,0.460213910625921,0.459985185146374
"16","avg.loss.mu.est.gl.dynamicMin2",0.533802379060542,0.485569432113625,0.477580577894194,0.472579857443891,0.470291445298094,0.464595891085131,0.460095389508144,0.460273173546568,0.45976042854593,0.454755357479049,0.454877368436005,0.454674604178068,0.454809124629537
"17","avg.loss.mu.est.gl.dynamicMin3",0.526529494929102,0.476875575887193,0.470777594191704,0.463777281846754,0.462791338411372,0.458418905007521,0.454871514277489,0.455693801782935,0.454346833645532,0.450397766914793,0.450891048063944,0.450681542033168,0.450607453570028
"18","avg.loss.mu.est.SURE.M.Double",0.498150969436047,0.447610886674908,0.440824521718461,0.435872854470187,0.43750863751502,0.435469466663693,0.432037572521955,0.434087646478315,0.433707097401521,0.430956935958084,0.432463711960624,0.432408122233082,0.432907146682633
"19","avg.loss.mu.est.SURE.G.Double",0.493467481255292,0.446823810128161,0.440651899625704,0.435781234268129,0.437433518495785,0.43541711265115,0.431993438839135,0.434057614940593,0.433696981091884,0.430945083037228,0.432443801995658,0.432406414659047,0.432901644508171
"20","avg.loss.mu.est.SURE.SG.Double",0.49244701307623,0.446822699341709,0.440651880738483,0.435781123562528,0.437433240817275,0.435417040728875,0.431993542022022,0.434057829115741,0.433697164816266,0.430945248444724,0.432444018388987,0.432406571448392,0.432901817280857
"21","avg.loss.mu.est.SURE.SM.Double",0.497059908648691,0.447610702302391,0.440824490915202,0.435872708836737,0.437508417845119,0.435469513989297,0.43203767073444,0.434087879512219,0.433707282822872,0.430957067946075,0.43246393728745,0.432408277433199,0.432907316266061
"22","avg.loss.mu.est.DPMM",0.476816714471279,0.442012874766588,0.438323039126447,0.432987179713866,0.432581811769116,0.429088661414094,0.423560807982835,0.422524777728049,0.420692869480191,0.415850659424853,0.415629738564927,0.413715970183911,0.413832581169466
"23","avg.loss.mu.est.DPMM_ng",0.476556434117078,0.442139065527205,0.438686858114578,0.432987134133104,0.432575587321422,0.428623953071248,0.423575174363263,0.422769112213721,0.421203493557792,0.416449039046834,0.416302466823583,0.414533496621818,0.414161821420484
"24","avg.loss.sigma2d.est.sample.var",7.11564236671814,6.87278689935466,6.93591444227807,6.87591035522028,6.91000359070383,6.91283352266084,6.84353658181299,6.89150422611938,6.95679879898462,6.79237065579349,6.85479871461149,6.89201594716053,6.87974600515749
"25","avg.loss.sigma2d.est.SURE.M.Double",1.60658256946401,1.29359045346344,1.2372846161557,1.20576637388959,1.18394439871175,1.16121483688385,1.15864512748081,1.14688082893819,1.14008656897155,1.13091024432172,1.13712280689955,1.13115739888063,1.13107454028112
"26","avg.loss.sigma2d.est.SURE.G.Double",1.60640829620053,1.29351952393656,1.237252063232,1.2057407833144,1.18393134904913,1.16120488861658,1.15863937938827,1.14687919569412,1.14008492901177,1.13090909689785,1.13712232112165,1.13115738496127,1.13107453434087
"27","avg.loss.sigma2d.est.SURE.SG.Double",1.60639507478463,1.29362588911172,1.23729369396193,1.20577254979632,1.18394417423605,1.16121400141936,1.15864017025319,1.14687658960765,1.14008092115624,1.13090731438452,1.13711784327879,1.13115258340226,1.13106921925803
"28","avg.loss.sigma2d.est.SURE.SM.Double",1.60639492553547,1.29362606152848,1.23729421180612,1.20577277957922,1.18394457292925,1.16121375755706,1.15864001352863,1.14687658342865,1.14008107475477,1.13090742054001,1.13711784927989,1.13115267884154,1.13106947088788
"29","avg.loss.sigma2d.est.DPMM",2.4903467350718,1.62324234618253,1.41540647072607,1.31712184113755,1.24436750731225,1.18905324061166,1.14292061324153,1.10815114762652,1.08052120309045,1.03838101632512,1.02274385181583,0.999363464931081,0.979508726760764
"30","avg.loss.sigma2d.est.DPMM_ng",1.981013714838,1.53852954062752,1.42409185415677,1.36041236502917,1.3094180139033,1.26379141770151,1.24679943874484,1.21659733948597,1.19858666873696,1.16693430787864,1.16071607242331,1.1357696791642,1.1234352252268
