"","measure","value","value","value","value","value","value","value","value","value","value","value","value","value"
"1","q",20,60,100,140,180,220,260,300,340,380,420,460,500
"2","avg.loss.mu.est.true.oracle",0.000192419078513866,2.52145050316169e-05,8.13982558048736e-06,3.93331439369887e-06,2.77103707069933e-06,1.46145336375201e-06,1.22021018774868e-06,9.57803696955047e-07,6.56257220848226e-07,5.18221070850673e-07,5.13103335888508e-07,3.81557810689078e-07,3.42189852297845e-07
"3","avg.loss.mu.est.sample.mean",0.137277025127103,0.136139548269717,0.137399007540147,0.137882642897039,0.137083799209983,0.137468539701445,0.138925041747443,0.137887388091486,0.137713920791621,0.137429353833309,0.137882786160703,0.138186879023608,0.137639206126023
"4","avg.loss.mu.est.EBMLE",0.176447230817937,0.1931750125677,0.186786984008218,0.180396831409588,0.181472512574538,0.179379194015751,0.183966405650054,0.179303411987782,0.177832752225807,0.178920890097376,0.179909377088135,0.178950042224941,0.177677168636805
"5","avg.loss.mu.est.EBMOM",0.146636394769502,0.166046942897805,0.171502865068168,0.16878574509281,0.170736136649205,0.170525431095875,0.173928599895462,0.170669153156082,0.170205827450309,0.170839927480922,0.172237678902493,0.171572061996392,0.170364750714092
"6","avg.loss.mu.est.JS",0.126799796617609,0.131134815338982,0.132596825773527,0.133042958638099,0.132503147419019,0.133015754114377,0.134322342490372,0.132915708520836,0.133007888713651,0.132583211439985,0.133357211514478,0.133556578500015,0.132977803200656
"7","avg.loss.mu.est.oracle",0.119362481597579,0.130585037483218,0.134850276524653,0.135759548961414,0.135530267048127,0.136272550542456,0.137300180682813,0.135974961409201,0.136585588763078,0.136113765700892,0.136982079748483,0.136881418367068,0.136332969681633
"8","avg.loss.mu.est.SURE.G",0.128693271849015,0.132966080358074,0.136907032532851,0.137344736861243,0.136961039094107,0.137763511587754,0.139217078150432,0.137360859090325,0.137844532071729,0.137183597402235,0.138098738000883,0.138015733154261,0.137313240881779
"9","avg.loss.mu.est.SURE.M",0.128541374936735,0.133744952551816,0.137133819494631,0.137515373906315,0.137001253012116,0.137689818638249,0.138985177262932,0.137400745509777,0.137744207586546,0.137122778950242,0.137944872817655,0.137792091251009,0.137159683503172
"10","avg.loss.mu.est.SURE.SG",0.133351784113362,0.132117399833122,0.135607988466903,0.135456658040705,0.13480026698781,0.13516270530717,0.136509879502816,0.134257638090558,0.134927156519042,0.134178443700651,0.13508117727719,0.13504492566556,0.134358266380056
"11","avg.loss.mu.est.SURE.SM",0.131699133609488,0.131840889424817,0.134824464818479,0.134681109977589,0.134424039686616,0.134908705404699,0.136144200104065,0.13426374926967,0.13493975856678,0.134216869127341,0.135042614780553,0.135021127384141,0.134325881281724
"12","avg.loss.mu.est.gl",0.12438067440317,0.12596759095773,0.128786805672999,0.130041315595237,0.130227450131878,0.13094346114814,0.132935600147505,0.131733543495169,0.13203678204026,0.131551668569564,0.132456858874841,0.132580195302818,0.132088601583569
"13","avg.loss.mu.est.gl.SURE",0.12250352304352,0.122760632895194,0.125990367039145,0.127847553748665,0.128250460941811,0.12966816041914,0.132026569448331,0.130647395782723,0.131273204718993,0.13081499277216,0.131840535071926,0.132127510211558,0.131691971328536
"14","avg.loss.mu.est.gl.dynamic",0.121781694985354,0.126181702073621,0.129234509547144,0.130678347673422,0.130528990408571,0.131025000056006,0.13261749991167,0.131387582571821,0.13138371525087,0.131101341347872,0.131951668828602,0.132175249846261,0.131650829011103
"15","avg.loss.mu.est.gl.dynamicMin",0.120578365610437,0.119883389220425,0.122275354658254,0.123625913825149,0.12346958072143,0.124818114658241,0.126743334364545,0.125748547384321,0.126164405060878,0.126040034489197,0.127392368383396,0.127818389372054,0.12793961117899
"16","avg.loss.mu.est.gl.dynamicMin2",0.120267744457165,0.120595404316598,0.123250816290262,0.12462981599591,0.124758472071933,0.126268244033331,0.128287410563953,0.127401495506578,0.127643334861703,0.127681560244484,0.129021032057207,0.1295107697108,0.129226156286629
"17","avg.loss.mu.est.gl.dynamicMin3",0.120291351188068,0.12117149978321,0.124265422753411,0.126282101228103,0.126153245306835,0.12753448977343,0.129642027273879,0.128721532675337,0.128813187150785,0.128741826149167,0.130202205730132,0.130518419661051,0.130183639368616
"18","avg.loss.mu.est.SURE.M.Double",0.123822485954763,0.12908214166235,0.131453927817055,0.132184042699327,0.131659933151323,0.132194821643357,0.133517526718085,0.132045995820838,0.132103908356867,0.13173949429081,0.132584151453574,0.132673779821347,0.132115335362008
"19","avg.loss.mu.est.SURE.G.Double",0.123362440478747,0.129061730892696,0.131445471413378,0.132180985580291,0.131656848309647,0.132191862591266,0.133515706622355,0.132046284454111,0.132103556372985,0.131739402460205,0.132583224845315,0.132673517700549,0.132115245897997
"20","avg.loss.mu.est.SURE.SG.Double",0.123362501968446,0.12906173830691,0.131445508183657,0.132181003028832,0.131656830376697,0.132191879280018,0.133515668539621,0.132046287216403,0.132103550645201,0.131739396530123,0.132583229392574,0.132673494975924,0.132115249387479
"21","avg.loss.mu.est.SURE.SM.Double",0.123822479888274,0.129082230140965,0.13145392574432,0.132184032068672,0.131659932979182,0.132194833223183,0.133517524792302,0.132045992860164,0.132103912973144,0.131739492101462,0.132584158756667,0.132673776565018,0.132115329234347
"22","avg.loss.mu.est.DPMM",0.112830509579805,0.098885522533078,0.0963178445734226,0.0943292476353809,0.0931894341930409,0.0923422001982132,0.0929331199985902,0.0911631288315092,0.0911178111932866,0.0906094544094492,0.0909496643881323,0.0910157765038253,0.0904512656194998
"23","avg.loss.mu.est.DPMM_ng",0.112724313694307,0.0988240280244306,0.0962932470748552,0.0944004178133593,0.0931517302770662,0.0923496000916461,0.0929235148301384,0.0911294746377514,0.0911413176532764,0.0906251732628891,0.0909456427616278,0.0910513335904262,0.0904542542044234
"24","avg.loss.sigma2d.est.sample.var",0.637699021760315,0.332678559442461,0.348009503899906,0.328358507506171,0.340719651382703,0.365786208671972,0.377123668200445,0.346897638785057,0.345621156827339,0.349090756914125,0.345805545257036,0.364274559729752,0.337409037411888
"25","avg.loss.sigma2d.est.SURE.M.Double",0.234767176228091,0.130180793902227,0.142609855530224,0.147709378145482,0.141860970512399,0.170367274916063,0.153457709286115,0.142603709724617,0.146806073294542,0.1418381962767,0.138787308044321,0.16065234180322,0.141878366911792
"26","avg.loss.sigma2d.est.SURE.G.Double",0.234762178473143,0.130179654927307,0.142609644454581,0.147709268623003,0.141860968388166,0.170367179421406,0.153457698595853,0.142603735538885,0.146806051617268,0.141838223346872,0.138787265774975,0.160652355288858,0.141878408377406
"27","avg.loss.sigma2d.est.SURE.SG.Double",0.234743275934139,0.130164111185993,0.142600869845077,0.147699740501985,0.141854793943893,0.170360650902036,0.153454527174655,0.142600005045098,0.146802708263167,0.141836252889395,0.138786241083809,0.160651711375174,0.141877904366555
"28","avg.loss.sigma2d.est.SURE.SM.Double",0.234743382938221,0.130163741072156,0.142600316814362,0.147699825630371,0.141854954634274,0.170361159599356,0.153454033256291,0.142600277224363,0.146803080700526,0.141836614510444,0.138785875637865,0.160651220956192,0.141877444747978
"29","avg.loss.sigma2d.est.DPMM",1.25556905945616,0.326642813260687,0.187941234476283,0.151735712545394,0.142021376875301,0.157151801224366,0.152561061797974,0.142603298371015,0.131002640354208,0.122807045805687,0.119783137783356,0.1319436439601,0.116776344820883
"30","avg.loss.sigma2d.est.DPMM_ng",0.259969759503968,0.130037163474804,0.125339033123281,0.129645388921177,0.123179684585861,0.149203574144621,0.13151692579087,0.122611688437451,0.127817736485304,0.117608931671228,0.118238619750735,0.139043114122311,0.122850457332003
