"","measure","value","value","value","value","value","value","value","value","value","value","value","value","value"
"1","q",20,60,100,140,180,220,260,300,340,380,420,460,500
"2","avg.loss.mu.est.true.oracle",0.00112760334006006,0.00013320142400143,5.14579713969636e-05,2.2719474296992e-05,1.52627090153335e-05,9.89706494576188e-06,7.06155561694772e-06,5.02668097624491e-06,4.94968572688739e-06,3.36434942400744e-06,2.78163243003944e-06,2.51953161377523e-06,1.73804672210067e-06
"3","avg.loss.mu.est.sample.mean",0.760616821578492,0.750375396717544,0.752136750006812,0.746281004439109,0.749148923602726,0.749055366974581,0.747814293641655,0.747412572618319,0.751883824259724,0.752456740326613,0.750050758647027,0.749942178754797,0.750870381246366
"4","avg.loss.mu.est.EBMLE",0.671226349921162,0.641678367081175,0.644892783927358,0.639645589635152,0.641505929975691,0.640362849362816,0.640679860227138,0.637888689907015,0.640538455677093,0.640687339260225,0.637949118666456,0.638460806101267,0.639244120244343
"5","avg.loss.mu.est.EBMOM",0.669326192249707,0.642050781831216,0.645798549877957,0.640764752055107,0.642536559752521,0.641502160804137,0.641894728780069,0.639082494349934,0.641744687350096,0.641809456102627,0.639089852661366,0.639661373884416,0.640412257376504
"6","avg.loss.mu.est.JS",0.66978030355901,0.658570409518986,0.663478738650752,0.659606648391058,0.663884854952494,0.663394417530336,0.664495492676146,0.663422017053896,0.668265031901092,0.668743033119722,0.66610949821312,0.667671699375242,0.667555614288418
"7","avg.loss.mu.est.oracle",0.615870750936571,0.623882861321726,0.634659447549534,0.632639948287129,0.63673154481274,0.636359945161363,0.637426050814421,0.63557490760936,0.638620631614063,0.639126591506937,0.636466116026073,0.637434269528002,0.638199574245816
"8","avg.loss.mu.est.SURE.G",0.681946890455042,0.65160291606809,0.65570434203792,0.650936126385404,0.65232564135277,0.650953316086863,0.651817784433161,0.649112204348144,0.651473694661248,0.651283859011427,0.648420034027152,0.649164867668096,0.649794086280349
"9","avg.loss.mu.est.SURE.M",0.687632376393507,0.65334832902925,0.657445132230849,0.651709448255704,0.65347557469477,0.651584450748132,0.652158276663069,0.649600594664394,0.651910751177353,0.651553387073971,0.648582988002561,0.649400448385043,0.649974317032162
"10","avg.loss.mu.est.SURE.SG",0.741973108257295,0.70907010791229,0.708923669900472,0.702493201401084,0.701285068266097,0.698502458901414,0.699099082944985,0.694213039976798,0.69713232537573,0.69685564401319,0.692531774632615,0.69344454666988,0.693995578606
"11","avg.loss.mu.est.SURE.SM",0.754732631195522,0.718344916119595,0.71460111862394,0.707045821848683,0.705944418791964,0.701937601004397,0.701968092439767,0.697518639729934,0.699705804320473,0.699123845855834,0.694533218130796,0.695488428544711,0.695380533906045
"12","avg.loss.mu.est.gl",0.672495379692819,0.644241830130966,0.657309745751518,0.655888387736768,0.659834682050632,0.659617624542674,0.662415553357937,0.661105642923196,0.664418386620708,0.666429749302488,0.664228514205467,0.664997841301297,0.666561627636049
"13","avg.loss.mu.est.gl.SURE",0.685947527159735,0.659460548988359,0.669010377801327,0.666231120085052,0.669610928761287,0.670141537400002,0.672082430394824,0.670803949745685,0.674463221479561,0.6761962026163,0.672468689288089,0.673455734816928,0.674412862482189
"14","avg.loss.mu.est.gl.dynamic",0.661772309229092,0.624725575830423,0.622472730053809,0.612737798307686,0.611757723711352,0.610131626172877,0.60849175629225,0.60507714309237,0.608309358869243,0.607620530337249,0.604048210001698,0.605250828372401,0.60357683839064
"15","avg.loss.mu.est.gl.dynamicMin",0.660843702753477,0.630175645461783,0.629097279889673,0.621895238051578,0.621926168511504,0.61893782277977,0.619072250045204,0.614818809238211,0.617866858216312,0.616653858089327,0.613384251788108,0.613999882863784,0.612664147711169
"16","avg.loss.mu.est.gl.dynamicMin2",0.656462668134933,0.625089389795635,0.624670872590452,0.617786491165905,0.618294062251164,0.615783838068886,0.615667511557554,0.611450967470911,0.614606424938652,0.613667564652784,0.610347989711382,0.611563854613782,0.610133322577449
"17","avg.loss.mu.est.gl.dynamicMin3",0.65360616179392,0.62052832121864,0.621395465045322,0.614487850924451,0.614900013978086,0.613205570350783,0.613148669281514,0.609296837215145,0.612419854095389,0.611479589725217,0.60827527897855,0.609508721052375,0.608081801767577
"18","avg.loss.mu.est.SURE.M.Double",0.642314316715729,0.606740880331536,0.607636464674557,0.602463653534043,0.603737113272514,0.602744498362188,0.602653712154498,0.600033364969473,0.603581299233428,0.602902515197267,0.600133360731803,0.601364562697835,0.600200857493149
"19","avg.loss.mu.est.SURE.G.Double",0.639750013166031,0.606475891011318,0.607545288326379,0.602387222195198,0.60370188304125,0.602722743605221,0.602630687866011,0.60001699052348,0.603573108613193,0.602901362200518,0.600129810830031,0.601359987803708,0.600201273637709
"20","avg.loss.mu.est.SURE.SG.Double",0.639515397620357,0.606475946566975,0.607545199823216,0.602387349486367,0.603701979798929,0.60272264510883,0.602630642460935,0.600017042544799,0.60357299414268,0.602901215457663,0.600129718854068,0.60135986659016,0.600201129276775
"21","avg.loss.mu.est.SURE.SM.Double",0.642171027167992,0.606740724764316,0.607636529237812,0.602463760603171,0.603737261168574,0.602744382770069,0.60265365897787,0.600033461880764,0.60358118881151,0.602902372509492,0.600133296804223,0.601364441649362,0.600200720112635
