"","measure","value","value","value","value","value","value","value","value","value","value","value","value","value"
"1","q",20,60,100,140,180,220,260,300,340,380,420,460,500
"2","avg.loss.mu.est.true.oracle",0.000246535482468169,3.29022217225594e-05,1.15975523141038e-05,5.32418150564937e-06,3.4585150170804e-06,2.36601716876949e-06,1.73009829555226e-06,1.17880228216129e-06,9.94175271130358e-07,7.47000107090837e-07,5.9772907732133e-07,5.04857964921609e-07,4.626158347242e-07
"3","avg.loss.mu.est.sample.mean",0.126861348536559,0.124684786196841,0.125390347204327,0.124875134445865,0.125291921926372,0.12412704251136,0.124855021693755,0.125143262365851,0.12530650714461,0.125680094913313,0.124852863124924,0.124871111336371,0.125011183287991
"4","avg.loss.mu.est.EBMLE",0.125127600576038,0.121373323738045,0.122404343606746,0.121979073651035,0.122363513825474,0.121213391231456,0.122010656992355,0.122236128469464,0.122123296173573,0.12238382548633,0.121738328024895,0.121653951760237,0.121906173239747
"5","avg.loss.mu.est.EBMOM",0.124573717154394,0.121260594391513,0.122331858942803,0.121933501332828,0.122328622020221,0.121186593456782,0.12199256163215,0.122222405124208,0.122115891098572,0.122374729743184,0.121732830192159,0.121648489306032,0.121901782195892
"6","avg.loss.mu.est.JS",0.123719053526501,0.121676363556925,0.122717015908303,0.122239323013711,0.122698365564905,0.121576104291196,0.122369894299233,0.122610132388151,0.122716676101894,0.123117375626335,0.122325883991719,0.122310688983112,0.122495788167691
"7","avg.loss.mu.est.oracle",0.120435888530374,0.120068854420201,0.121290531349167,0.121227830589789,0.121706970181074,0.120705787434476,0.121633708326974,0.121864819348902,0.121872627277818,0.122128951229564,0.121525477291678,0.121445573651622,0.121670620921661
"8","avg.loss.mu.est.SURE.G",0.125704738793636,0.122102690719044,0.122846238956452,0.122573957334575,0.12285717445394,0.121679572043177,0.122599503644955,0.122778454696718,0.122689492003634,0.122822517324658,0.122242985088131,0.122115942545298,0.122333002673561
"9","avg.loss.mu.est.SURE.M",0.127215067052344,0.122629992616378,0.12309229754864,0.122784624115019,0.122987333202313,0.121830280578924,0.122694754400268,0.122879380842627,0.122783660050182,0.122921754267338,0.122297839648767,0.122176619910727,0.122401562994543
"10","avg.loss.mu.est.SURE.SG",0.132206319841948,0.127641141457834,0.127264481303547,0.126386152019367,0.126754197644435,0.12480022760349,0.125878207064711,0.125644041667846,0.125580110615346,0.125417564261205,0.124823474891766,0.124616699522379,0.124743536321962
